loss,val_loss,learning_rate
0.2644472122192383,0.10878597944974899,0.0010000000474974513
0.13309884071350098,0.04839767515659332,0.0010000000474974513
0.09894544631242752,0.0369470976293087,0.0010000000474974513
0.08186674863100052,0.013941863551735878,0.0010000000474974513
0.07635757327079773,0.021129315719008446,0.0010000000474974513
0.07125601172447205,0.013595438562333584,0.0010000000474974513
0.06760264933109283,0.009808436967432499,0.0010000000474974513
0.06624533981084824,0.014236529357731342,0.0010000000474974513
0.06401247531175613,0.010272174142301083,0.0010000000474974513
0.06372931599617004,0.011849184520542622,0.0010000000474974513
0.061713807284832,0.025903018191456795,0.0010000000474974513
0.059940554201602936,0.0073461649008095264,0.0010000000474974513
0.05876055359840393,0.007925796322524548,0.0010000000474974513
0.058410149067640305,0.013895444571971893,0.0010000000474974513
0.058054760098457336,0.00842909887433052,0.0010000000474974513
0.058119021356105804,0.011586983688175678,0.0010000000474974513
0.05820741131901741,0.009703644551336765,0.0010000000474974513
0.05049174278974533,0.006015200167894363,0.00020000000949949026
0.04948093742132187,0.006212862674146891,0.00020000000949949026
0.048766765743494034,0.0054641906172037125,0.00020000000949949026
0.049307625740766525,0.005420479457825422,0.00020000000949949026
0.04835798218846321,0.005092628765851259,0.00020000000949949026
0.04780951887369156,0.006276282481849194,0.00020000000949949026
0.0477665513753891,0.006007085554301739,0.00020000000949949026
0.046806931495666504,0.006042616907507181,0.00020000000949949026
0.04702512174844742,0.00575930904597044,0.00020000000949949026
0.047066181898117065,0.006191674154251814,0.00020000000949949026
0.04582228884100914,0.0050172279588878155,9.999999747378752e-05
0.04600058123469353,0.005430197808891535,9.999999747378752e-05
0.04539140313863754,0.005315749440342188,9.999999747378752e-05
0.045575324445962906,0.0055338297970592976,9.999999747378752e-05
0.04529860243201256,0.0058224559761583805,9.999999747378752e-05
0.04570910334587097,0.005647352896630764,9.999999747378752e-05
0.04592536389827728,0.005026178900152445,9.999999747378752e-05
0.04556041955947876,0.006310864817351103,9.999999747378752e-05
0.04555554315447807,0.005539206322282553,9.999999747378752e-05
0.04511334374547005,0.005622132681310177,9.999999747378752e-05
0.04504856467247009,0.005870181601494551,9.999999747378752e-05
0.04537799209356308,0.00560609670355916,9.999999747378752e-05
0.04521522298455238,0.0056709120981395245,9.999999747378752e-05
0.045450713485479355,0.005828957539051771,9.999999747378752e-05
0.04519076272845268,0.005511560942977667,9.999999747378752e-05
0.04532584920525551,0.00567384110763669,9.999999747378752e-05
0.0456092432141304,0.005683664698153734,9.999999747378752e-05
0.045068901032209396,0.0054245744831860065,9.999999747378752e-05
0.04527783393859863,0.005274476483464241,9.999999747378752e-05
0.04546624422073364,0.0055890013463795185,9.999999747378752e-05
0.044639017432928085,0.005404771771281958,9.999999747378752e-05
