loss,val_loss,learning_rate
0.29812952876091003,0.1118621826171875,0.0010000000474974513
0.16242854297161102,0.0704469382762909,0.0010000000474974513
0.1176598072052002,0.03734873607754707,0.0010000000474974513
0.10214343667030334,0.031995370984077454,0.0010000000474974513
0.08984141796827316,0.016195673495531082,0.0010000000474974513
0.0788654312491417,0.019016720354557037,0.0010000000474974513
0.0729791522026062,0.012159360572695732,0.0010000000474974513
0.07370723783969879,0.01748065836727619,0.0010000000474974513
0.07342492789030075,0.011982622556388378,0.0010000000474974513
0.06946780532598495,0.00963882077485323,0.0010000000474974513
0.06601573526859283,0.022420678287744522,0.0010000000474974513
0.06592623889446259,0.013229705393314362,0.0010000000474974513
0.06831289827823639,0.01046930905431509,0.0010000000474974513
0.06729884445667267,0.009997986257076263,0.0010000000474974513
0.06381173431873322,0.02024499513208866,0.0010000000474974513
0.05291980132460594,0.006055012810975313,0.00020000000949949026
0.05204154551029205,0.005912223365157843,0.00020000000949949026
0.0514611192047596,0.0060521578416228294,0.00020000000949949026
0.05087432265281677,0.00590293575078249,0.00020000000949949026
0.049953851848840714,0.0075250971131026745,0.00020000000949949026
0.05019441246986389,0.0059176357463002205,0.00020000000949949026
0.05056743323802948,0.006061306688934565,0.00020000000949949026
0.0484234057366848,0.006126366555690765,9.999999747378752e-05
0.048608917742967606,0.005760886240750551,9.999999747378752e-05
0.04862899333238602,0.006244618445634842,9.999999747378752e-05
0.04835887253284454,0.005894201807677746,9.999999747378752e-05
0.048008088022470474,0.006189942825585604,9.999999747378752e-05
0.048155974596738815,0.00627419538795948,9.999999747378752e-05
0.04789390042424202,0.0064657703042030334,9.999999747378752e-05
0.04802092909812927,0.006432860158383846,9.999999747378752e-05
0.04713905602693558,0.0060060289688408375,9.999999747378752e-05
0.047809455543756485,0.0061338613741099834,9.999999747378752e-05
0.04746950417757034,0.006493297405540943,9.999999747378752e-05
0.047660693526268005,0.006480828393250704,9.999999747378752e-05
0.047159627079963684,0.0063210525549948215,9.999999747378752e-05
0.04747713357210159,0.005949930753558874,9.999999747378752e-05
0.04721735790371895,0.00641544908285141,9.999999747378752e-05
0.04763828217983246,0.00632454315200448,9.999999747378752e-05
0.047378070652484894,0.006048958748579025,9.999999747378752e-05
0.047233328223228455,0.005957679357379675,9.999999747378752e-05
0.04678334295749664,0.006616398226469755,9.999999747378752e-05
0.047536205500364304,0.005953003652393818,9.999999747378752e-05
0.046903613954782486,0.005951318424195051,9.999999747378752e-05
0.04684308171272278,0.006446351762861013,9.999999747378752e-05
