loss,val_loss
0.26151564717292786,0.10576795786619186
0.16215947270393372,0.05880102142691612
0.1332969069480896,0.0398515984416008
0.12291964888572693,0.04990973323583603
0.11773393303155899,0.03257275000214577
0.1041811928153038,0.021616412326693535
0.10057252645492554,0.01635509543120861
0.10089311748743057,0.02618267573416233
0.0980694368481636,0.015829240903258324
0.09525296092033386,0.014575693756341934
0.09507329016923904,0.01565077342092991
0.09543498605489731,0.012934176251292229
0.09342093765735626,0.014399523846805096
0.09189268946647644,0.014627671800553799
0.09106569737195969,0.02016647718846798
0.0906815305352211,0.016915351152420044
0.091971255838871,0.01706177182495594
0.09137404710054398,0.012457395903766155
0.08999382704496384,0.012800193391740322
0.08901100605726242,0.011571139097213745
0.08856569230556488,0.014448989182710648
0.0877411961555481,0.015085263177752495
0.09016700834035873,0.015529175288975239
0.09136876463890076,0.013717224821448326
0.08933528512716293,0.013884305022656918
0.08985867351293564,0.015169101767241955
0.08826038986444473,0.013416077941656113
0.09009943902492523,0.015491493977606297
0.09113681316375732,0.01093086414039135
0.08785732090473175,0.014341686852276325
0.08746027946472168,0.016429567709565163
0.08607018738985062,0.012194409966468811
0.08784704655408859,0.012849586084485054
0.08708643168210983,0.011584407649934292
0.08586706221103668,0.01814241334795952
0.08689962327480316,0.012460948899388313
0.08931061625480652,0.015481782145798206
0.08972322940826416,0.012537095695734024
0.09057147055864334,0.014239405281841755
0.09020790457725525,0.013715865090489388
0.08932610601186752,0.01234372891485691
0.09109950810670853,0.014262356795370579
0.08980012685060501,0.013363534584641457
0.08687597513198853,0.01358545757830143
0.0860699862241745,0.01293980237096548
0.08482348173856735,0.015602038241922855
0.08432532846927643,0.011819167993962765
0.0851784348487854,0.011292862705886364
0.08410082012414932,0.01290830783545971
